height,weight,label
155,90,faty
192,86,normal
191,100,faty
184,81,normal
184,61,thin
173,62,normal
197,67,thin
193,81,normal
154,48,normal
160,42,thin
200,47,thin
158,60,normal
162,64,normal
162,59,normal
151,38,thin
169,60,normal
179,98,faty
193,59,thin
187,58,thin
169,90,faty
181,69,normal
200,53,thin
194,44,thin
188,80,normal
182,90,faty
193,70,normal
196,88,normal
161,71,faty
189,41,thin
181,83,normal
196,87,normal
193,99,faty
158,56,normal
156,67,faty
177,85,faty
154,41,thin
170,79,faty
175,37,thin
151,97,faty
157,96,faty
197,92,normal
194,80,normal
155,38,thin
181,86,faty
193,49,thin
165,79,faty
165,38,thin
175,54,thin
167,35,thin
198,48,thin
170,43,thin
159,59,normal
194,82,normal
153,77,faty
198,90,normal
153,77,faty
170,56,normal
155,96,faty
163,80,faty
165,46,thin
166,66,normal
182,67,normal
171,85,faty
165,61,normal
162,51,normal
156,91,faty
159,38,thin
198,59,thin
169,50,thin
162,73,faty
196,89,normal
162,46,thin
173,36,thin
166,58,normal
190,60,thin
153,79,faty
158,75,faty
198,73,normal
162,88,faty
159,51,normal
187,41,thin
161,87,faty
166,59,normal
190,90,normal
199,100,normal
169,71,normal
156,66,faty
160,69,faty
174,73,normal
176,52,thin
181,65,normal
168,55,normal
151,44,normal
150,100,faty
166,71,faty
198,76,normal
183,56,thin
180,98,faty
198,79,normal
165,81,faty
188,38,thin
156,92,faty
158,55,normal
189,95,faty
186,88,normal
150,78,faty
156,47,normal
172,83,faty
192,49,thin
173,89,faty
171,46,thin
165,58,normal
163,39,thin
188,42,thin
198,73,normal
183,52,thin
195,83,normal
197,92,normal
165,65,normal
152,98,faty
171,82,faty
159,65,faty
173,87,faty
200,56,thin
166,38,thin
194,68,thin
173,48,thin
184,74,normal
156,64,faty
195,66,thin
150,84,faty
177,90,faty
175,61,normal
195,42,thin
155,37,thin
186,78,normal
191,63,thin
155,68,faty
163,36,thin
186,83,normal
175,96,faty
170,92,faty
188,82,normal
163,41,thin
182,79,normal
171,36,thin
178,54,thin
180,43,thin
177,84,faty
154,40,thin
158,71,faty
154,40,thin
178,74,normal
181,35,thin
182,65,normal
160,99,faty
191,55,thin
165,46,thin
153,58,normal
159,91,faty
156,86,faty
176,73,normal
189,100,faty
197,96,normal
186,98,faty
175,64,normal
150,69,faty
188,69,normal
194,75,normal
164,55,normal
192,83,normal
199,77,normal
191,83,normal
199,36,thin
155,95,faty
186,61,thin
162,54,normal
197,50,thin
172,47,thin
155,44,thin
163,64,normal
198,78,normal
171,56,normal
179,73,normal
184,63,normal
192,57,thin
169,45,thin
164,98,faty
152,70,faty
171,47,thin
200,39,thin
156,50,normal
174,59,normal
152,99,faty
150,65,faty
150,86,faty
182,53,thin
154,52,normal
186,53,thin
192,64,thin
169,39,thin
164,96,faty
179,67,normal
190,68,normal
178,55,thin
197,97,normal
197,58,thin
185,94,faty
193,100,faty
163,80,faty
168,64,normal
175,70,normal
173,43,thin
158,54,normal
160,95,faty
171,55,normal
159,62,normal
176,52,thin
191,50,thin
172,68,normal
172,62,normal
188,36,thin
177,62,normal
193,61,thin
171,87,faty
193,88,normal
186,75,normal
165,61,normal
155,87,faty
190,76,normal
152,81,faty
172,83,faty
177,97,faty
151,97,faty
181,43,thin
194,45,thin
161,64,normal
180,78,normal
150,63,faty
189,59,thin
169,46,thin
188,99,faty
175,58,normal
196,84,normal
198,55,thin
198,75,normal
169,97,faty
188,45,thin
200,76,normal
199,65,thin
157,77,faty
152,88,faty
167,94,faty
174,65,normal
170,75,faty
169,88,faty
167,63,normal
166,35,thin
199,70,thin
198,59,thin
184,83,normal
155,69,faty
160,52,normal
188,63,thin
189,80,normal
195,53,thin
158,72,faty
179,79,normal
158,38,thin
189,54,thin
182,99,faty
171,63,normal
197,77,normal
163,48,thin
179,77,normal
154,83,faty
185,59,thin
160,100,faty
179,36,thin
188,54,thin
200,99,normal
158,45,thin
172,92,faty
173,45,thin
190,89,normal
160,51,normal
152,41,thin
181,75,normal
162,92,faty
193,86,normal
197,82,normal
180,76,normal
197,53,thin
186,85,normal
162,63,normal
150,36,thin
195,52,thin
178,82,faty
166,59,normal
160,78,faty
195,40,thin
159,91,faty
161,71,faty
164,78,faty
190,72,normal
199,62,thin
151,59,faty
180,77,normal
181,57,thin
196,43,thin
150,73,faty
181,83,normal
163,87,faty
197,100,faty
182,36,thin
153,85,faty
190,44,thin
154,41,thin
184,98,faty
174,65,normal
189,52,thin
168,65,normal
172,78,faty
199,49,thin
188,43,thin
192,83,normal
189,84,normal
181,60,thin
199,58,thin
178,73,normal
197,76,normal
192,58,thin
189,76,normal
161,98,faty
184,80,normal
190,57,thin
158,82,faty
191,93,normal
182,57,thin
176,77,normal
155,79,faty
151,50,normal
165,54,normal
199,90,normal
166,67,normal
200,65,thin
158,43,thin
173,55,thin
194,67,thin
200,36,thin
178,57,thin
173,75,normal
152,64,faty
197,86,normal
172,36,thin
175,58,normal
155,51,normal
177,99,faty
192,46,thin
174,38,thin
166,41,thin
181,92,faty
170,39,thin
181,48,thin
151,90,faty
152,45,normal
199,93,normal
164,100,faty
188,46,thin
156,99,faty
163,69,faty
165,82,faty
175,44,thin
198,84,normal
173,42,thin
150,68,faty
153,35,thin
151,64,faty
175,48,thin
175,58,normal
184,40,thin
159,47,normal
184,65,normal
194,77,normal
176,57,thin
187,55,thin
153,93,faty
172,41,thin
194,41,thin
178,58,thin
164,77,faty
190,81,normal
170,74,faty
184,45,thin
160,63,normal
169,39,thin
192,37,thin
172,82,faty
189,79,normal
155,73,faty
196,57,thin
153,96,faty
156,69,faty
195,69,thin
170,65,normal
182,80,normal
196,64,thin
156,58,normal
187,91,faty
177,62,normal
171,46,thin
155,91,faty
189,45,thin
157,93,faty
186,41,thin
150,98,faty
185,36,thin
153,65,faty
163,57,normal
197,36,thin
194,52,thin
192,64,thin
187,91,faty
157,74,faty
162,71,faty
159,48,normal
174,71,normal
160,54,normal
168,76,faty
161,65,normal
187,72,normal
155,45,normal
168,42,thin
152,67,faty
176,100,faty
191,39,thin
189,90,normal
168,40,thin
159,40,thin
174,65,normal
164,50,normal
154,73,faty
167,70,normal
175,96,faty
160,81,faty
178,54,thin
178,41,thin
170,46,thin
159,64,normal
180,35,thin
195,69,thin
159,95,faty
155,38,thin
150,74,faty
192,56,thin
166,35,thin
168,92,faty
160,66,faty
164,93,faty
153,41,thin
183,99,faty
191,86,normal
183,76,normal
199,95,normal
152,70,faty
181,41,thin
181,41,thin
188,96,faty
181,53,thin
196,85,normal
197,52,thin
181,80,normal
172,47,thin
171,68,normal
177,52,thin
168,43,thin
158,70,faty
187,71,normal
183,52,thin
170,37,thin
196,74,normal
195,40,thin
177,79,normal
191,35,thin
163,70,faty
179,38,thin
176,47,thin
184,59,thin
163,64,normal
178,35,thin
166,38,thin
199,66,thin
173,56,normal
186,58,thin
184,99,faty
167,89,faty
192,82,normal
172,63,normal
157,72,faty
152,89,faty
195,100,faty
192,80,normal
158,84,faty
166,36,thin
199,68,thin
196,88,normal
185,67,normal
188,79,normal
193,69,normal
185,66,normal
189,43,thin
175,44,thin
164,67,normal
177,81,faty
197,54,thin
173,75,normal
157,37,thin
151,95,faty
153,100,faty
173,89,faty
197,92,normal
161,93,faty
169,54,normal
182,83,normal
152,82,faty
189,59,thin
191,91,normal
192,83,normal
184,37,thin
162,36,thin
157,39,thin
155,59,normal
158,62,normal
194,64,thin
155,67,faty
169,53,normal
200,97,normal
168,37,thin
150,92,faty
154,97,faty
197,71,thin
194,56,thin
189,54,thin
163,96,faty
168,51,thin
166,96,faty
181,54,thin
193,65,thin
188,99,faty
190,39,thin
192,43,thin
163,91,faty
157,38,thin
162,45,thin
200,77,normal
196,100,faty
200,87,normal
152,96,faty
152,43,normal
169,95,faty
176,62,normal
163,71,faty
191,44,thin
179,74,normal
176,64,normal
174,97,faty
164,80,faty
180,62,normal
175,82,faty
169,49,thin
150,67,faty
185,55,thin
199,83,normal
182,69,normal
172,49,thin
186,46,thin
160,44,thin
188,77,normal
198,93,normal
198,95,normal
199,96,normal
154,54,normal
190,35,thin
175,70,normal
182,44,thin
185,56,thin
189,85,normal
157,42,thin
173,93,faty
184,68,normal
162,64,normal
173,76,normal
184,59,thin
164,72,faty
178,73,normal
174,76,normal
169,36,thin
188,56,thin
185,79,normal
194,38,thin
194,35,thin
191,76,normal
190,95,faty
164,69,faty
161,67,faty
187,95,faty
165,45,thin
181,37,thin
181,52,thin
188,77,normal
183,98,faty
192,90,normal
165,87,faty
165,75,faty
156,85,faty
178,74,normal
187,99,faty
186,51,thin
169,56,normal
163,64,normal
194,43,thin
174,57,normal
189,78,normal
160,70,faty
198,60,thin
161,36,thin
163,100,faty
171,52,thin
190,56,thin
181,74,normal
184,92,faty
158,91,faty
178,84,faty
164,96,faty
172,72,normal
184,89,faty
155,59,normal
152,77,faty
164,43,thin
152,43,normal
164,62,normal
197,50,thin
182,84,normal
168,64,normal
191,36,thin
169,63,normal
168,63,normal
180,73,normal
178,97,faty
189,47,thin
178,48,thin
177,56,thin
172,90,faty
157,84,faty
151,82,faty
182,45,thin
161,82,faty
188,51,thin
198,84,normal
184,41,thin
181,53,thin
173,54,thin
162,36,thin
156,74,faty
175,36,thin
165,53,normal
170,41,thin
170,61,normal
162,79,faty
198,44,thin
151,76,faty
194,65,thin
188,57,thin
158,93,faty
183,93,faty
176,72,normal
196,71,thin
189,99,faty
179,68,normal
153,82,faty
180,52,thin
168,73,faty
153,76,faty
199,58,thin
151,91,faty
159,41,thin
171,61,normal
183,92,faty
200,75,normal
169,75,faty
182,37,thin
199,82,normal
200,44,thin
200,47,thin
183,36,thin
187,87,normal
194,87,normal
193,79,normal
155,46,normal
185,42,thin
181,35,thin
200,84,normal
173,83,faty
187,39,thin
152,59,faty
160,82,faty
164,90,faty
171,68,normal
155,70,faty
166,95,faty
182,86,faty
178,85,faty
174,99,faty
173,78,faty
153,35,thin
196,79,normal
186,86,normal
191,58,thin
182,80,normal
191,93,normal
176,40,thin
181,100,faty
177,85,faty
196,80,normal
194,47,thin
183,93,faty
163,61,normal
196,87,normal
193,56,thin
163,43,thin
188,100,faty
184,68,normal
200,97,normal
165,35,thin
184,76,normal
180,59,thin
199,51,thin
172,42,thin
170,40,thin
199,77,normal
184,35,thin
200,38,thin
163,60,normal
173,69,normal
186,66,normal
165,81,faty
182,51,thin
164,63,normal
200,78,normal
150,47,normal
177,66,normal
164,95,faty
195,58,thin
156,73,faty
188,38,thin
196,79,normal
200,87,normal
169,82,faty
173,45,thin
150,50,normal
156,53,normal
182,54,thin
171,73,normal
179,72,normal
153,77,faty
178,39,thin
156,59,normal
160,39,thin
177,59,normal
180,93,faty
189,41,thin
151,73,faty
167,36,thin
190,82,normal
200,45,thin
200,94,normal
151,69,faty
179,96,faty
198,48,thin
169,63,normal
163,52,normal
166,92,faty
164,74,faty
153,87,faty
162,44,thin
173,43,thin
171,50,thin
160,57,normal
175,75,normal
153,54,normal
192,64,thin
152,72,faty
196,91,normal
157,39,thin
197,61,thin
188,82,normal
187,86,normal
185,88,faty
157,85,faty
198,72,thin
170,75,faty
176,38,thin
150,36,thin
195,67,thin
153,76,faty
192,82,normal
179,59,thin
172,41,thin
161,47,thin
172,43,thin
168,36,thin
185,83,normal
157,80,faty
182,67,normal
156,56,normal
189,39,thin
160,59,normal
178,55,thin
163,67,normal
193,79,normal
151,69,faty
180,98,faty
163,93,faty
165,86,faty
150,61,faty
151,89,faty
193,77,normal
186,45,thin
193,56,thin
184,87,faty
200,55,thin
194,83,normal
166,54,normal
184,62,thin
158,95,faty
182,36,thin
200,76,normal
169,61,normal
161,49,normal
175,88,faty
172,39,thin
158,59,normal
183,90,faty
188,40,thin
170,85,faty
151,97,faty
158,92,faty
182,63,normal
175,77,normal
168,90,faty
179,49,thin
164,35,thin
171,69,normal
177,99,faty
188,59,thin
153,58,normal
152,89,faty
175,40,thin
190,83,normal
195,35,thin
174,76,normal
193,43,thin
150,37,thin
175,39,thin
172,38,thin
168,51,thin
166,56,normal
173,90,faty
169,49,thin
164,40,thin
186,37,thin
198,37,thin
164,97,faty
170,35,thin
151,46,normal
167,61,normal
188,49,thin
196,85,normal
190,76,normal
169,99,faty
159,63,normal
195,90,normal
150,59,faty
178,82,faty
174,45,thin
153,45,normal
174,77,normal
178,45,thin
196,75,normal
188,83,normal
167,43,thin
185,99,faty
163,44,thin
164,97,faty
155,99,faty
193,70,normal
169,47,thin
150,96,faty
159,68,faty
166,57,normal
183,51,thin
155,48,normal
162,37,thin
167,65,normal
162,37,thin
189,73,normal
167,95,faty
178,100,faty
200,83,normal
200,80,normal
173,37,thin
169,69,normal
181,87,faty
164,91,faty
178,44,thin
190,68,normal
191,93,normal
196,92,normal
185,50,thin
181,76,normal
168,71,normal
153,52,normal
199,40,thin
189,51,thin
167,67,normal
179,38,thin
171,98,faty
153,47,normal
196,77,normal
176,72,normal
161,71,faty
200,99,normal
163,66,normal
190,59,thin
154,72,faty
159,96,faty
152,81,faty
187,62,thin
191,47,thin
184,77,normal
191,52,thin
161,65,normal
199,77,normal
184,70,normal
199,54,thin
170,72,normal
197,96,normal
164,98,faty
163,89,faty
190,44,thin
193,82,normal
154,71,faty
195,66,thin
193,62,thin
169,77,faty
170,53,thin
186,56,thin
178,64,normal
183,37,thin
194,97,faty
163,72,faty
153,65,faty
181,87,faty
157,76,faty
156,47,normal
153,90,faty
188,70,normal
183,56,thin
176,65,normal
152,98,faty
153,92,faty
156,90,faty
185,87,normal
199,98,normal
155,75,faty
150,87,faty
174,59,normal
159,58,normal
160,70,faty
172,88,faty
164,49,thin
159,36,thin
192,62,thin
175,86,faty
186,74,normal
184,77,normal
190,65,thin
192,66,thin
157,100,faty
194,79,normal
175,73,normal
161,42,thin
181,93,faty
168,72,faty
159,62,normal
167,44,thin
182,46,thin
158,97,faty
151,70,faty
157,42,thin
160,65,normal
194,53,thin
171,94,faty
198,59,thin
178,91,faty
185,85,normal
175,52,thin
188,47,thin
191,64,thin
156,37,thin
163,71,faty
171,96,faty
167,67,normal
155,42,thin
156,65,faty
158,37,thin
179,55,thin
178,97,faty
173,94,faty
153,81,faty
190,65,thin
189,44,thin
182,86,faty
173,49,thin
153,39,thin
153,42,thin
184,59,thin
157,74,faty
195,68,thin
154,83,faty
174,90,faty
155,60,normal
159,39,thin
179,96,faty
186,78,normal
178,48,thin
155,95,faty
181,40,thin
192,51,thin
164,62,normal
156,69,faty
185,86,normal
169,95,faty
177,44,thin
173,66,normal
181,60,thin
180,95,faty
158,51,normal
166,65,normal
177,44,thin
163,37,thin
172,60,normal
151,98,faty
173,63,normal
164,96,faty
158,87,faty
172,88,faty
159,81,faty
200,47,thin
186,37,thin
198,75,normal
179,67,normal
200,65,thin
188,39,thin
166,88,faty
166,78,faty
185,77,normal
197,55,thin
166,64,normal
162,88,faty
170,36,thin
192,48,thin
198,62,thin
199,93,normal
185,95,faty
178,88,faty
182,63,normal
154,64,faty
186,54,thin
191,88,normal
190,43,thin
176,99,faty
184,49,thin
155,87,faty
181,67,normal
154,84,faty
176,68,normal
183,72,normal
176,37,thin
167,64,normal
155,59,normal
186,51,thin
199,64,thin
157,82,faty
177,83,faty
152,57,normal
187,49,thin
184,56,thin
164,45,thin
175,65,normal
200,99,normal
188,86,normal
200,99,normal
170,54,normal
150,79,faty
169,69,normal
184,67,normal
156,39,thin
190,77,normal
189,47,thin
173,97,faty
185,77,normal
157,49,normal
190,72,normal
191,67,thin
162,96,faty
197,58,thin
198,93,normal
150,45,normal
153,74,faty
161,85,faty
179,60,normal
158,92,faty
181,97,faty
152,64,faty
179,50,thin
162,88,faty
180,48,thin
166,90,faty
178,52,thin
181,40,thin
175,56,thin
190,86,normal
179,38,thin
161,53,normal
160,85,faty
165,71,faty
166,74,faty
158,87,faty
198,46,thin
186,50,thin
183,87,faty
189,73,normal
150,78,faty
197,44,thin
162,38,thin
168,61,normal
187,45,thin
195,38,thin
198,41,thin
160,63,normal
172,50,thin
154,65,faty
154,73,faty
183,88,faty
184,86,normal
158,51,normal
200,42,thin
160,35,thin
151,72,faty
193,79,normal
164,40,thin
180,91,faty
188,99,faty
171,47,thin
176,78,normal
198,53,thin
191,47,thin
158,45,thin
199,88,normal
197,100,faty
199,61,thin
154,92,faty
151,37,thin
186,76,normal
161,65,normal
191,52,thin
181,37,thin
182,96,faty
171,82,faty
153,69,faty
159,95,faty
174,44,thin
178,86,faty
170,36,thin
152,81,faty
158,88,faty
168,84,faty
183,60,thin
151,47,normal
179,43,thin
152,80,faty
161,46,thin
152,79,faty
162,64,normal
175,94,faty
184,38,thin
157,84,faty
154,85,faty
168,94,faty
193,96,faty
183,77,normal
163,42,thin
162,76,faty
198,78,normal
180,56,thin
184,69,normal
185,97,faty
155,71,faty
184,76,normal
185,83,normal
163,73,faty
182,36,thin
188,73,normal
162,92,faty
168,35,thin
153,99,faty
179,73,normal
184,71,normal
198,90,normal
194,53,thin
192,55,thin
179,71,normal
192,90,normal
172,85,faty
163,93,faty
173,97,faty
190,39,thin
151,53,normal
152,47,normal
189,93,faty
151,87,faty
193,38,thin
196,43,thin
179,54,thin
189,66,thin
185,78,normal
150,44,normal
192,69,normal
169,76,faty
155,55,normal
151,70,faty
190,44,thin
153,37,thin
155,84,faty
191,61,thin
196,40,thin
173,77,faty
195,50,thin
183,89,faty
150,93,faty
189,49,thin
191,39,thin
194,44,thin
183,82,normal
170,35,thin
166,74,faty
188,95,faty
197,73,normal
176,76,normal
157,44,thin
173,59,normal
168,82,faty
170,72,normal
175,59,normal
168,99,faty
200,76,normal
172,78,faty
169,69,normal
176,36,thin
191,38,thin
164,39,thin
179,95,faty
168,65,normal
192,55,thin
182,86,faty
197,99,faty
182,62,normal
192,35,thin
195,79,normal
153,61,faty
197,77,normal
165,74,faty
178,68,normal
155,83,faty
170,58,normal
198,55,thin
151,55,normal
150,63,faty
187,59,thin
164,45,thin
156,38,thin
173,56,normal
168,93,faty
184,53,thin
181,52,thin
160,70,faty
167,51,thin
186,81,normal
184,39,thin
189,70,normal
159,39,thin
192,76,normal
151,44,normal
152,95,faty
156,45,thin
161,52,normal
183,43,thin
152,72,faty
167,82,faty
196,62,thin
191,52,thin
154,83,faty
193,67,thin
168,61,normal
197,62,thin
160,41,thin
161,74,faty
158,100,faty
177,78,normal
167,47,thin
181,75,normal
153,57,normal
160,63,normal
151,76,faty
188,85,normal
164,84,faty
179,89,faty
172,44,thin
189,67,normal
156,78,faty
177,64,normal
182,100,faty
161,98,faty
200,48,thin
180,90,faty
175,37,thin
187,35,thin
177,83,faty
157,84,faty
171,100,faty
153,94,faty
153,51,normal
155,42,thin
188,77,normal
190,87,normal
182,58,thin
192,68,thin
167,75,faty
188,59,thin
194,83,normal
158,83,faty
196,85,normal
157,96,faty
155,38,thin
193,49,thin
152,69,faty
196,49,thin
171,67,normal
190,68,normal
188,67,normal
156,100,faty
158,61,normal
180,56,thin
177,56,thin
193,94,normal
156,65,faty
193,82,normal
194,44,thin
200,61,thin
165,96,faty
186,72,normal
187,98,faty
168,99,faty
166,87,faty
191,40,thin
181,98,faty
150,49,normal
193,80,normal
158,66,faty
191,87,normal
181,82,normal
188,76,normal
168,97,faty
173,64,normal
172,70,normal
179,97,faty
174,43,thin
164,62,normal
168,96,faty
188,43,thin
179,73,normal
199,54,thin
174,61,normal
179,85,faty
165,62,normal
166,93,faty
150,97,faty
178,74,normal
199,80,normal
178,64,normal
166,51,normal
176,54,thin
197,65,thin
190,65,thin
158,81,faty
187,65,normal
196,73,normal
198,45,thin
156,42,thin
154,84,faty
178,35,thin
180,43,thin
198,67,thin
198,99,normal
173,75,normal
163,56,normal
199,56,thin
188,40,thin
186,52,thin
163,64,normal
153,65,faty
184,77,normal
191,88,normal
193,50,thin
157,49,normal
177,79,normal
180,97,faty
151,87,faty
190,42,thin
170,52,thin
176,79,faty
182,94,faty
190,75,normal
171,85,faty
175,85,faty
179,100,faty
185,45,thin
164,40,thin
198,78,normal
168,46,thin
185,89,faty
198,62,thin
192,71,normal
186,66,normal
176,86,faty
173,81,faty
194,36,thin
156,41,thin
177,66,normal
181,71,normal
189,72,normal
175,59,normal
167,89,faty
151,39,thin
187,64,thin
185,99,faty
189,75,normal
171,57,normal
175,36,thin
194,37,thin
157,96,faty
178,90,faty
153,86,faty
186,59,thin
192,54,thin
196,76,normal
154,37,thin
157,97,faty
199,38,thin
176,71,normal
183,40,thin
174,66,normal
185,60,thin
173,88,faty
152,69,faty
195,98,faty
192,82,normal
172,75,normal
187,40,thin
151,86,faty
165,61,normal
174,81,faty
187,63,thin
161,48,normal
174,73,normal
176,53,thin
175,88,faty
176,69,normal
166,48,thin
180,68,normal
164,68,normal
166,53,normal
170,42,thin
154,92,faty
190,55,thin
177,90,faty
151,93,faty
191,75,normal
164,44,thin
173,100,faty
196,95,normal
188,53,thin
152,100,faty
153,62,faty
188,97,faty
191,36,thin
179,73,normal
189,99,faty
166,57,normal
154,85,faty
163,40,thin
178,61,normal
179,56,thin
190,36,thin
183,65,normal
178,43,thin
165,35,thin
160,47,thin
165,100,faty
180,93,faty
160,94,faty
168,47,thin
192,62,thin
186,98,faty
158,87,faty
181,76,normal
193,37,thin
185,58,thin
196,58,thin
176,69,normal
159,55,normal
174,99,faty
176,97,faty
165,88,faty
163,79,faty
169,73,faty
186,88,normal
161,75,faty
151,79,faty
189,90,normal
166,42,thin
166,80,faty
189,56,thin
186,72,normal
194,64,thin
176,72,normal
170,38,thin
185,66,normal
166,37,thin
184,78,normal
177,57,thin
197,53,thin
158,54,normal
187,74,normal
172,58,normal
195,77,normal
189,85,normal
186,84,normal
180,99,faty
178,89,faty
197,37,thin
182,97,faty
170,85,faty
175,83,faty
153,58,normal
152,95,faty
195,91,normal
188,63,thin
200,80,normal
167,56,normal
152,36,thin
172,69,normal
162,99,faty
174,70,normal
160,65,normal
153,46,normal
177,60,normal
198,65,thin
163,55,normal
185,35,thin
178,85,faty
151,41,thin
198,76,normal
191,59,thin
165,62,normal
163,47,thin
200,43,thin
166,66,normal
186,95,faty
155,89,faty
180,38,thin
178,90,faty
153,66,faty
196,41,thin
170,44,thin
198,43,thin
184,36,thin
197,66,thin
183,88,faty
155,51,normal
153,70,faty
187,36,thin
154,88,faty
165,61,normal
166,69,normal
192,98,faty
192,35,thin
156,70,faty
167,43,thin
195,81,normal
166,46,thin
193,89,normal
181,60,thin
168,59,normal
200,82,normal
195,47,thin
188,58,thin
200,93,normal
191,67,thin
157,95,faty
156,91,faty
177,47,thin
179,87,faty
154,84,faty
184,51,thin
172,86,faty
167,62,normal
186,77,normal
161,40,thin
188,44,thin
196,73,normal
157,42,thin
196,61,thin
154,79,faty
184,43,thin
153,68,faty
150,59,faty
150,57,normal
177,60,normal
199,48,thin
161,73,faty
159,88,faty
175,83,faty
151,41,thin
192,35,thin
150,49,normal
191,62,thin
181,61,normal
168,40,thin
191,46,thin
165,66,normal
175,99,faty
193,58,thin
158,81,faty
192,60,thin
199,75,normal
176,84,faty
180,84,faty
173,48,thin
194,58,thin
173,90,faty
165,41,thin
191,60,thin
192,51,thin
182,69,normal
173,78,faty
184,65,normal
185,44,thin
184,62,thin
196,37,thin
160,58,normal
152,91,faty
158,86,faty
172,84,faty
195,74,normal
160,97,faty
174,63,normal
196,91,normal
162,46,thin
190,68,normal
191,51,thin
153,81,faty
173,70,normal
171,55,normal
174,63,normal
176,50,thin
154,36,thin
150,58,faty
184,90,faty
183,94,faty
179,63,normal
163,78,faty
164,90,faty
190,80,normal
172,70,normal
164,51,normal
169,83,faty
186,38,thin
167,37,thin
153,73,faty
150,66,faty
185,93,faty
166,60,normal
191,35,thin
176,92,faty
170,67,normal
165,58,normal
159,50,normal
168,61,normal
163,80,faty
153,92,faty
170,50,thin
166,65,normal
162,74,faty
155,74,faty
184,48,thin
170,96,faty
154,87,faty
195,74,normal
185,69,normal
200,49,thin
173,64,normal
168,45,thin
171,96,faty
171,62,normal
160,55,normal
185,52,thin
162,79,faty
156,64,faty
155,55,normal
191,47,thin
194,48,thin
165,92,faty
169,66,normal
198,89,normal
187,62,thin
181,70,normal
184,95,faty
184,100,faty
192,61,thin
169,76,faty
162,61,normal
180,87,faty
180,75,normal
171,76,faty
159,63,normal
193,71,normal
175,79,faty
163,88,faty
165,62,normal
183,69,normal
186,46,thin
167,80,faty
158,53,normal
160,61,normal
164,44,thin
184,73,normal
173,38,thin
169,90,faty
189,64,thin
182,71,normal
159,56,normal
153,54,normal
163,43,thin
161,75,faty
194,94,normal
160,73,faty
170,53,thin
173,74,normal
168,97,faty
185,56,thin
151,38,thin
167,37,thin
193,78,normal
151,48,normal
164,98,faty
187,83,normal
165,72,faty
151,92,faty
156,45,thin
168,84,faty
180,95,faty
194,45,thin
172,35,thin
156,60,normal
190,88,normal
190,89,normal
155,53,normal
165,67,normal
190,64,thin
159,60,normal
172,50,thin
184,66,normal
163,40,thin
166,53,normal
168,90,faty
178,96,faty
188,47,thin
177,54,thin
189,90,normal
184,52,thin
174,39,thin
186,48,thin
190,44,thin
163,91,faty
179,80,normal
157,91,faty
195,56,thin
196,36,thin
169,100,faty
167,64,normal
194,51,thin
165,75,faty
153,46,normal
167,87,faty
156,78,faty
177,74,normal
157,38,thin
164,97,faty
182,59,thin
183,91,faty
159,90,faty
164,59,normal
155,74,faty
152,88,faty
175,67,normal
193,65,thin
151,80,faty
167,39,thin
183,79,normal
150,53,normal
166,88,faty
159,40,thin
152,82,faty
166,48,thin
193,68,thin
159,77,faty
194,88,normal
179,83,faty
178,44,thin
176,37,thin
164,61,normal
162,93,faty
174,37,thin
190,62,thin
159,52,normal
176,79,faty
186,55,thin
195,89,normal
198,94,normal
182,38,thin
174,53,thin
163,99,faty
197,53,thin
191,55,thin
150,66,faty
155,36,thin
169,93,faty
179,75,normal
194,63,thin
191,49,thin
179,89,faty
187,59,thin
152,60,faty
181,40,thin
167,54,normal
173,46,thin
166,98,faty
158,64,faty
165,54,normal
170,57,normal
173,68,normal
170,75,faty
168,66,normal
166,53,normal
176,43,thin
193,47,thin
175,76,normal
163,85,faty
198,46,thin
188,52,thin
177,44,thin
165,79,faty
193,94,normal
177,73,normal
157,90,faty
189,65,thin
183,39,thin
185,95,faty
156,91,faty
187,63,thin
154,60,normal
161,80,faty
188,77,normal
171,49,thin
150,43,normal
158,71,faty
170,95,faty
194,54,thin
171,85,faty
169,55,normal
150,91,faty
179,94,faty
172,59,normal
152,70,faty
193,54,thin
195,42,thin
152,78,faty
168,87,faty
168,84,faty
181,95,faty
178,58,thin
168,89,faty
153,39,thin
185,85,normal
159,42,thin
169,77,faty
190,66,thin
196,68,thin
197,55,thin
161,82,faty
197,100,faty
155,57,normal
157,89,faty
183,96,faty
167,43,thin
184,42,thin
179,39,thin
174,69,normal
167,69,normal
197,84,normal
161,69,faty
164,67,normal
160,61,normal
187,83,normal
156,38,thin
163,77,faty
154,68,faty
174,85,faty
164,97,faty
160,81,faty
161,82,faty
167,94,faty
155,78,faty
187,63,thin
175,73,normal
169,47,thin
159,57,normal
176,79,faty
157,78,faty
196,69,thin
192,50,thin
190,66,thin
160,71,faty
199,51,thin
188,92,faty
183,67,normal
177,99,faty
176,74,normal
173,68,normal
175,76,normal
176,57,thin
183,97,faty
198,72,thin
153,89,faty
158,93,faty
172,76,faty
168,47,thin
184,41,thin
169,65,normal
186,45,thin
196,68,thin
190,86,normal
173,65,normal
169,77,faty
170,51,thin
166,85,faty
199,79,normal
157,47,normal
165,54,normal
177,48,thin
167,93,faty
190,41,thin
185,66,normal
184,88,faty
152,43,normal
178,38,thin
180,77,normal
164,69,faty
153,61,faty
172,83,faty
198,52,thin
166,80,faty
166,98,faty
185,55,thin
191,64,thin
195,71,normal
158,81,faty
